' ই.এম.	' I.ema.
অপরিমেয়	Aparimeya
অপরিমেয়	Aparimeya
অপরিহার্য	Apariharya
অপরিহার্য	Apariharya
অপরিহার্যতা	Apariharyata
অপর্যাপ্ত	Aparyapta
অপর্যাপ্ত	Aparyapta
অপর্যাপ্ত	Aparyapta
অপলক	Apalaka
অপসরণ	Apasarana
অপসারণ	Apasarana
অপসারণ	Apasarana
অপসারণ	Apasarana
অপসারণ	Apasarana
অপসারণযোগ্য	Apasaranayogya
অপসারণীয় সেতু	Apasaraniya setu
অপসারিত	Apasarita
অপসারিত করা	Apasarita kara
অপসৃত করা	Apasrta kara
অপসৃত হত্তয়া	Apasrta hattaya
অপসৃত হত্তয়া	Apasrta hattaya
অপহন্তা	Apahanta
অপহরণ	Apaharana
অপহরণ করা	Apaharana kara
অপহরণ করা	Apaharana kara
অপহরণ করা	Apaharana kara
অপহৃত	Apahrta
অপাচ্য	Apacya
অপারেটর	Apareara
অপারেটিং রুম	Apareing ruma
অপারেটিং সিস্টেম	Apareing sisema
অপারেশন	Apareshana
অপুরণীয়	Apuraniya
অপূরণীয়	Apuraniya
অপূরণীয়ভাবে	Apuraniyabhabe
অপূর্ণ	Apurna
অপূর্ণতা	Apurnata
অপূর্ণতা	Apurnata
অপূর্ণাঙ্গ	Apurnanga
অপূর্ণাঙ্গ	Apurnanga
অপেক্ষাকৃত	Apeksakrta
অপেক্ষাকৃত সঙ্গতিসম্পন্ন	Apeksakrta sangatisampanna
অপেরা	Apera
অপের্রাসঙক্রান্ত	Aperrasanakranta
অপেশাদার	Apeshadara
অপেশাদারী	Apeshadari
অপ্টোমেট্রিস্ট	Apomerisa
অপ্রকাশিতনামা অবস্থা	Aprakashitanama abastha
অপ্রকৃত	Aprakrta
অপ্রকৃত	Aprakrta
অপ্রচলিত	Apracalita
অপ্রচলিত	Apracalita
অপ্রচলিত	Apracalita
অপ্রচলিত মুখী	Apracalita mukhi
অপ্রচুর	Apracura
অপ্রতুলতা	Apratulata
অপ্রত্যাশিত বাধা	Apratyashita badha
অপ্রত্যাশিত সাফল্য	Apratyashita saphalya
অপ্রবেশ্য	Aprabeshya
অপ্রমাদ	Apramada
অপ্রয়োজনীয়	Aprayojaniya
অপ্রয়োজনীয়	Aprayojaniya
অপ্রয়োজনীয়ভাবে	Aprayojaniyabhabe
অপ্রস্তুত	Aprastuta
অপ্রস্তুতপ্রশংসা	Aprastutaprashansa
অপ্রস্তুতপ্রশংসা দ্বারা বর্ণিত	Aprastutaprashansa dbara barnita
অপ্রাচুর্য	Apracurya
অপ্রাপ্তকাল	Apraptakala
অপ্রাপ্য	Aprapya
অপ্রাসঙ্গিক	Aprasangika
অপ্রাসঙ্গিক	Aprasangika
অপ্রাসঙ্গিক হত্তয়া	Aprasangika hattaya
অপ্রীতিকর পরিণাম	Apritikara parinama
অফ হোয়াইট	Apha hoya'ia
অফসেট	Aphasea
অফিস	Aphisa
অফিস	Aphisa
অফিসার	Aphisara
অবকাঠামো	Abakahamo
অবকাশ	Abakasha
অবকাশ	Abakasha
অবক্তব্য	Abaktabya
অবক্ষয়	Abaksaya
অবগত	Abagata
অবগত করান	Abagata karana
অবগুণ্ঠিত	Abagunhita
অবচয়	Abacaya
অবচুর্ণন	Abacurnana
অবচেতন	Abacetana
অবজ্ঞা	Abajna
অবজ্ঞা	Abajna
অবজ্ঞা	Abajna
অবজ্ঞা করা	Abajna kara
অবজ্ঞা করা	Abajna kara
অবজ্ঞাভাবে	Abajnabhabe
অবতরণ করান	Abatarana karana
অবতার	Abatara
অবদমিত	Abadamita
অবধারণ করা	Abadharana kara
অবমাননাকর	Abamananakara
অবমাননাকর	Abamananakara
অবর	Abara
অবরুদ্ধ করা	Abarud'dha kara
অবরোধ	Abarodha
অবরোধ করা	Abarodha kara
অবরোহ	Abaroha
অবর্ণনীয়	Abarnaniya
অবর্ণনীয়	Abarnaniya
অবর্ণিত	Abarnita
অবলম্বন	Abalambana
অবলম্বন	Abalambana
অবলম্বিত	Abalambita
অবলোহিত	Abalohita
অবশ	Abasha
অবশিষ্ট	Abashisa
অবশিষ্ট	Abashisa
অবশিষ্ট	Abashisa
অবশেষ	Abashesa
অবশেষে	Abashese
অবশ্যম্ভাবিতা	Abashyambhabita
অবশ্যম্ভাবী	Abashyambhabi
অবশ্যম্ভাবী	Abashyambhabi
অবশ্যম্ভাবী করা	Abashyambhabi kara
অবশ্যম্ভাবীরূপে	Abashyambhabirupe
অবসর	Abasara
অবসর গ্রহণ	Abasara grahana
অবসরপ্রাপ্ত	Abasaraprapta
অবসাদ	Abasada
অবসাদ	Abasada
অবস্থা	Abastha
অবস্থা	Abastha
অবস্থা প্রতীক	Abastha pratika
অবস্থান	Abasthana
অবহেলা	Abahela
অবহেলা	Abahela
অবহেলা করা	Abahela kara
অবহেলাকারী	Abahelakari
অবাধ	Abadha
অবাধে	Abadhe
অবাধ্য	Abadhya
অবাধ্য	Abadhya
অবাধ্য	Abadhya
অবাধ্য	Abadhya
অবাধ্যতা	Abadhyata
অবাধ্যতা	Abadhyata
অবাধ্যতা	Abadhyata
অবান্তরতা	Abantarata
অবাস্তব	Abastaba
অবাস্তব	Abastaba
অবি	Abi
অবিকল	Abikala
অবিকল প্রতিরুপ	Abikala pratirupa
অবিচলিত	Abicalita
অবিচার	Abicara
অবিচ্ছেদ্য	Abicchedya
অবিনাশী	Abinashi
অবিনীত	Abinita
অবিবেচক	Abibecaka
অবিভাজ্য	Abibhajya
অবিভেদ্য	Abibhedya
অবিরত	Abirata
অবিরাম	Abirama
অবিলম্বে	Abilambe
অবিলম্বে	Abilambe
অবিলম্বে	Abilambe
অবিশেষে	Abishese
অবিশ্বস্ত	Abishbasta
অবিশ্বাস	Abishbasa
অবিশ্বাস	Abishbasa
অবিশ্বাস	Abishbasa
অবিশ্বাস করা	Abishbasa kara
অবিশ্বাসী	Abishbasi
অবিশ্বাস্য	Abishbasya
অবিশ্বাস্য	Abishbasya
অবিশ্বাস্যভাবে	Abishbasyabhabe
অবুঝ	Abujha
অবেক্ষণমূলক	Abeksanamulaka
অবেদন	Abedana
অবেদনিক	Abedanika
অবেদনিক প্রযোগকারী	Abedanika prayogakari
অবৈতনিক	Abaitanika
অবৈধ	Abaidha
অবৈধ	Abaidha
অবৈধ প্রভাব বিস্তার করা	Abaidha prabhaba bistara kara
অবৈধতা	Abaidhata
অবৈধভাবে	Abaidhabhabe
অব্যবহার	Abyabahara
অব্যয়	Abyaya
অব্যর্থ	Abyartha
অব্যর্থ	Abyartha
অব্যাহতি	Abyahati
অব্যাহতি	Abyahati
অব্যাহতিপ্রাপ্ত	Abyahatiprapta
অব্যাহতিপ্রাপ্ত	Abyahatiprapta
অব্যাহতিপ্রাপ্ত	Abyahatiprapta
অভক্ত	Abhakta
অভক্তি	Abhakti
অভক্তি	Abhakti
অভদ্র	Abhadra
অভদ্র	Abhadra
অভদ্র	Abhadra
অভদ্র	Abhadra
অভাগা	Abhaga
অভান্তরে	Abhantare
অভাব	Abhaba
অভাবগ্রস্ত	Abhabagrasta
অভাবনীয়	Abhabaniya
অভাবী	Abhabi
অভিক্ষেপ	Abhiksepa
অভিক্ষেপ	Abhiksepa
অভিগমন	Abhigamana
অভিগমন	Abhigamana
অভিগম্য	Abhigamya
অভিগম্যতা	Abhigamyata
অভিঘাত	Abhighata
অভিজন	Abhijana
অভিজাত	Abhijata
অভিজাত বংশীয় নারী	Abhijata banshiya nari
অভিজ্ঞ	Abhijna
অভিজ্ঞতা	Abhijnata
অভিজ্ঞতা	Abhijnata
অভিজ্ঞান	Abhijnana
অভিধান	Abhidhana
অভিনব	Abhinaba
অভিনয়	Abhinaya
অভিনয়	Abhinaya
অভিনয়কারী	Abhinayakari
অভিনিবেশসহকারে	Abhinibeshasahakare
অভিনেতা	Abhineta
অভিনেত্রী	Abhinetri
অভিন্ন	Abhinna
অভিন্ন যমজ	Abhinna yamaja
অভিন্নতা	Abhinnata
অভিন্নরুপে	Abhinnarupe
অভিপ্রায়	Abhipraya
অভিপ্রায়	Abhipraya
অভিপ্রেত	Abhipreta
অভিপ্রেত	Abhipreta
অভিবাদন	Abhibadana
অভিবাদন	Abhibadana
অভিবাদন	Abhibadana
অভিবাদন কার্ড	Abhibadana karda
অভিবাদন জানান	Abhibadana janana
অভিবাস করা	Abhibasa kara
অভিবাসন	Abhibasana
অভিবাসী	Abhibasi
অভিব্যক্তি	Abhibyakti
অভিব্যক্তিমূলক	Abhibyaktimulaka
অভিভাবক	Abhibhabaka
অভিভাবক	Abhibhabaka
অভিভাবকত্ব	Abhibhabakatba
অভিভাবকসংবঁধীয়	Abhibhabakasambamdhiya
অভিভাব্য	Abhibhabya
অভিভূত	Abhibhuta
অভিভূত করা	Abhibhuta kara
অভিভূতকারী	Abhibhutakari
অভিমত	Abhimata
অভিমানী	Abhimani
অভিমানী	Abhimani
অভিমুখ	Abhimukha
অভিযাক্তা	Abhiyakta
অভিযান	Abhiyana
অভিযুক্ত	Abhiyukta
অভিযুক্ত করা	Abhiyukta kara
অভিযুক্ত করা	Abhiyukta kara
অভিযুক্ত করা	Abhiyukta kara
অভিযোগ	Abhiyoga
অভিযোগ	Abhiyoga
অভিযোগ	Abhiyoga
অভিযোগ	Abhiyoga
অভিযোগ করা	Abhiyoga kara
অভিযোগের সুরে	Abhiyogera sure
অভিযোজন	Abhiyojana
অভিযোজ্য	Abhiyojya
অভিলাষী	Abhilasi
অভিশংসক	Abhishansaka
অভিশংসন	Abhishansana
অভিশাপ	Abhishapa
অভিশাপ	Abhishapa
অভিশাপ	Abhishapa
অভিষিক্ত করান	Abhisikta karana
অভিষেক	Abhiseka
অভিসিঁচনকারী	Abhisimcanakari
অভেদ্য	Abhedya
অভেদ্য	Abhedya
অভ্যন্তর	Abhyantara
অভ্যন্তর নকশা	Abhyantara nakasha
অভ্যন্তরস্থ	Abhyantarastha
অভ্যন্তরীণ	Abhyantarina
অভ্যন্তরীণ	Abhyantarina
অভ্যর্থনা	Abhyarthana
অভ্যস্ত	Abhyasta
অভ্যস্ত করা	Abhyasta kara
অভ্যস্ত করান	Abhyasta karana
অভ্যাস	Abhyasa
অভ্যাসগত	Abhyasagata
অভ্যাসগত ভাবেই	Abhyasagata bhabe'i
অমনোযোগী	Amanoyogi
অমর	Amara
অমর করে রাখা	Amara kare rakha
অমরত্ব	Amaratba
অমরা	Amara
অমর্যাদার	Amaryadara
অমলেট	Amalea
অমসৃণ নুড়ি	Amasrna nuri
অমানব	Amanaba
অমাবস্যা	Amabasya
অমায়িক	Amayika
অমায়িক	Amayika
অমায়িকভাবে	Amayikabhabe
অমায়িকভাবে	Amayikabhabe
অমার্জনীয়	Amarjaniya
অমার্জিত	Amarjita
অমার্জিত ব্যক্তি	Amarjita byakti
অমিতব্যয়িতা	Amitabyayita
অমিতব্যয়ী	Amitabyayi
অমিতব্যয়ী	Amitabyayi
অমিল	Amila
অমীমাংসিত	Amimansita
অমীমাংসিত	Amimansita
অমুক অমুক	Amuka amuka
অমুল্য	Amulya
অমূল	Amula
অমূলপ্রত্যক্ষ	Amulapratyaksa
অমূল্য	Amulya
অমৃত	Amrta
অমৃতকল্প	Amrtakalpa
অমৌলিক	Amaulika
অম্বল	Ambala
অম্লতা	Amlata
অম্লনাশক	Amlanashaka
অযত্ন	Ayatna
অযথা নূতনের পক্ষপাতী	Ayatha nutanera paksapati
অযথাযথ	Ayathayatha
অযুক্তি	Ayukti
অযোগ্য	Ayogya
অযোগ্যতা	Ayogyata
অযোগ্যতা	Ayogyata
অযোগ্যতা	Ayogyata
অযোগ্যতা	Ayogyata
অযৌক্তিক	Ayauktika
অযৌক্তিক	Ayauktika
অযৌক্তিক	Ayauktika
অযৌক্তিক সিদ্ধান্ত	Ayauktika sid'dhanta
অযৌন	Ayauna
অরক্ষণীয়	Araksaniya
অরণ্য ছেদন	Aranya chedana
অরাজকতা	Arajakata
অরাজনৈতিক	Arajanaitika
অরূচিকর	Arucikara
অর্কেস্ট্রার জন্য	Arkesrara jan'ya
অর্কেস্ট্রারচনা	Arkesraracana
অর্গানবাদক	Arganabadaka
অর্চনা	Arcana
অর্জন	Arjana
অর্জন করা	Arjana kara
অর্জন করা	Arjana kara
অর্জিত	Arjita
অর্ডিনেশন	Ardineshana
অর্থ	Artha
অর্থগৃধ্নু	Arthagrdhnu
অর্থগৃধ্নুতা	Arthagrdhnuta
অর্থডন্টিষ্ট	Arthadanisa
অর্থনীতি	Arthaniti
অর্থনীতি	Arthaniti
অর্থনীতিবিদ	Arthanitibida
অর্থনৈতিক	Arthanaitika
অর্থনৈতিকভাবে	Arthanaitikabhabe
অর্থবছরের	Arthabacharera
অর্থবোধক	Arthabodhaka
অর্থলিপ্সা	Arthalipsa
অর্থহীন	Arthahina
অর্থহীন	Arthahina
অর্থহীন	Arthahina
অর্থহীন	Arthahina
অর্থহীন অট্টহাস	Arthahina aahasa
অর্থহীন কথা	Arthahina katha
অর্থহীনতা	Arthahinata
অর্থহীনতা	Arthahinata
অর্থাত	Arthata
অর্থায়ন	Arthayana
অর্ধ	Ardha
অর্ধপরিবাহী	Ardhaparibahi
