অমনোযোগী	amanoyogi
করে	kare
রাখা	rakha
অমরত্ব	amaratba
অমরা	amara
অমর্যাদার	amaryadara
অমলেট	amalea
অমসৃণ	amasrna
নুড়ি	nuri
অমানব	amanaba
অমাবস্যা	amabasya
অমায়িক	amayika
অমায়িকভাবে	amayikabhabe
অমার্জনীয়	amarjaniya
অমার্জিত	amarjita
অমার্জিত	amarjita
ব্যক্তি	byakti
অমিতব্যয়িতা	amitabyayita
অমিতব্যয়ী	amitabyayi
অমিল	amila
অমীমাংসিত	amimansita
অমুক	amuka
অমুক	amuka
অমুল্য	amulya
অমূল	amula
অমূলপ্রত্যক্ষ	amulapratyaksa
অমূল্য	amulya
অমৃত	amrta
অমৃতকল্প	amrtakalpa
অমৌলিক	amaulika
অম্বল	ambala
অম্লতা	amlata
অম্লনাশক	amlanashaka
অযত্ন	ayatna
অযথা	ayatha
নূতনের	nutanera
পক্ষপাতী	paksapati
অযথাযথ	ayathayatha
অযুক্তি	ayukti
অযোগ্য	ayogya
অযোগ্যতা	ayogyata
অযৌক্তিক	ayauktika
অযৌক্তিক	ayauktika
সিদ্ধান্ত	siddhanta
অযৌন	ayauna
অরক্ষণীয়	araksaniya
অরণ্য	aranya
ছেদন	chedana
অরাজকতা	arajakata
অরাজনৈতিক	arajanaitika
অরূচিকর	arucikara
অর্কেস্ট্রার	arkesrara
জন্য	janya
অর্কেস্ট্রারচনা	arkesraracana
অর্গানবাদক	arganabadaka
অর্চনা	arcana
অর্জন	arjana
অর্জন	arjana
করা	kara
অর্জিত	arjita
অর্ডিনেশন	ardineshana
অর্থ	artha
অর্থগৃধ্নু	arthagrdhnu
অর্থগৃধ্নুতা	arthagrdhnuta
অর্থডন্টিষ্ট	arthadanisa
অর্থনীতি	arthaniti
অর্থনীতিবিদ	arthanitibida
অর্থনৈতিক	arthanaitika
অর্থনৈতিকভাবে	arthanaitikabhabe
অর্থবছরের	arthabacharera
অর্থবোধক	arthabodhaka
অর্থলিপ্সা	arthalipsa
অর্থহীন	arthahina
অর্থহীন	arthahina
অট্টহাস	aahasa
অর্থহীন	arthahina
কথা	katha
অর্থহীনতা	arthahinata
অর্থাত	arthata
অর্থায়ন	arthayana
অর্ধ	ardha
অর্ধপরিবাহী	ardhaparibahi
অর্ধবৃত্ত	ardhabrtta
অর্ধবৃত্তাকার	ardhabrttakara
পার্শ্বচিত্রের	parshbacitrera
মূর্তি	murti
অর্ধেক	ardheka
অর্ধেক	ardheka
বোন	bona
অর্ধেক	ardheka
ভাই	bhai
অর্পিত	arpita
দায়িত্ব	dayitba
অর্শ্বরোগ	arshbaroga
অলংকারবহুল	alankarabahula
অলক্ষিত	alaksita
অলক্ষ্যে	alaksye
অলঙ্কার	alankara
অলঙ্কারশাস্ত্র	alankarashastra
অলঙ্কৃত	alankrta
অলঙ্কৃত	alankrta
করা	kara
অলঙ্কৃত	alankrta
প্রশ্ন	prashna
অলঙ্ঘনীয়	alanghaniya
গতি	gati
অলসভাবে	alasabhabe
অলিন্দ	alinda
অলিভ	alibha
ওয়েল	oyela
অলিম্পিক	alimpika
অলিম্পিক	alimpika
গেমস	gemasa
অল্প	alpa
কারণে	karane
বঁদুক	bamduka
ছুড়ে	chure
অল্প	alpa
সময়ের	samayera
জন্য	janya
অল্পজ্ঞন	alpajnana
অল্পবয়স্ক	alpabayaska
অল্পভাষী	alpabhasi
অশনি	ashani
অশরীরী	ashariri
অশান্ত	ashanta
অশান্তি	ashanti
অশিক্ষিত	ashiksita
অশীতিতম	ashititama
অশুদ্ধ	ashuddha
অশুভ	ashubha
অশ্বচালনা	ashbacalana
অশ্বতুল্য	ashbatulya
অশ্বপালনের	ashbapalanera
প্রতিষ্ঠান	pratishana
অশ্বশক্তি	ashbashakti
অশ্বারূঢ়	ashbarurha
অশ্বারোহণ	ashbarohana
অশ্মীভূত	ashmibhuta
করা	kara
অশ্রুপূর্ণ	ashrupurna
অশ্রুবিঁদু	ashrubimdu
অশ্রুমোচন	ashrumocana
অশ্রুসজল	ashrusajala
প্যানপ্যানে	pyanapyane
গল্প	galpa
অশ্লীল	ashlila
অশ্লীল	ashlila
কৌতুকপূর্ণ	kautukapurna
অশ্লীল	ashlila
রচনা	racana
অশ্লীল	ashlila
সাহিত্যাদি	sahityadi
অশ্লীলতা	ashlilata
অশ্লীলভাষী	ashlilabhasi
অষ্টক	asaka
অষ্টকোণী	asakoni
অষ্টদশ	asadasha
অষ্টভুজ	asabhuja
অষ্টম	asama
অসংযত	asanyata
অসংযতভাবে	asanyatabhabe
অসংযম	asanyama
অসংযমী	asanyami
অসংলগ্ন	asanlagna
অসঙ্গত	asangata
অসঙ্গতি	asangati
অসতর্ক	asatarka
অসতর্কতা	asatarkata
অসন্তুষ্ট	asantusa
অসন্তোষ	asantosa
অসন্তোষ	asantosa
প্রকাশ	prakasha
করা	kara
অসবর্ণ	asabarna
বিয়ে	biye
অসভ্য	asabhya
অসভ্যতা	asabhyata
অসমতা	asamata
অসমর্থ	asamartha
অসমর্থন	asamarthana
অসমান	asamana
অসমীচীন	asamicina
কাজ	kaja
অসম্পূর্ণ	asampurna
অসম্পূর্ণতা	asampurnata
অসম্ভব	asambhaba
অসম্ভবতা	asambhabata
অসম্মতি	asammati
অসম্মান	asammana
অসম্মান	asammana
করা	kara
অসহনীয়	asahaniya
অসহায়	asahaya
অসহায়ভাবে	asahayabhabe
অসহ্য	asahya
অসাড়	asara
অসাড়	asara
অবস্থা	abastha
অসাড়	asara
করা	kara
অসাড়তা	asarata
অসাধ	asadha
অসাধারণ	asadharana
অসাধারণত্ব	asadharanatba
অসাধারণরূপে	asadharanarupe
অসাধু	asadhu
অসাধুতা	asadhuta
অসাবধান	asabadhana
অসাবধানতা	asabadhanata
অসাবধানী	asabadhani
অসামাজিক	asamajika
অসামান্যতা	asamanyata
অসাম্য	asamya
অসার	asara
অসারত্ব	asaratba
অসীম	asima
অসীমতা	asimata
অসুখ	asukha
অসুখী	asukhi
অসুন্দর	asundara
অসুবিধা	asubidha
অসুবিধাজনক	asubidhajanaka
অসুস্থ	asustha
অসুস্থ	asustha
সজ্জিত	sajjita
অসুস্থ	asustha
ছুটি	chui
অসুস্থ	asustha
বেতন	betana
অসুস্থতা	asusthata
অসৌজন্য	asaujanya
অস্কার	askara
অস্ট্রেলিয়া	asreliya
অস্ট্রেলিয়ান	asreliyana
অস্ট্রেলিয়ার	asreliyara
আদিবাসীদের	adibasidera
অস্ত্রবিশেষ	astrabishesa
অস্তিত্ব	astitba
অস্ত্র	astra
অস্ত্রচিকিত্সর	astracikitsara
জন্য	janya
প্রতিষ্ঠান	pratishana
অস্ত্রাগার	astragara
অস্ত্রোপচার	astropacara
অস্ত্রোপচার	astropacara
করা	kara
অস্থায়িত্ব	asthayitba
অস্থায়ী	asthayi
অস্থায়ী	asthayi
পরিবর্ত	paribarta
অস্থায়ীভাবে	asthayibhabe
অস্থি	asthi
মজ্জা	majja
অস্থিচিকিত্সাবিদ	asthicikitsabida
অস্থিময়	asthimaya
অস্থির	asthira
অস্থির	asthira
হত্তয়া	hattaya
অস্থিরতা	asthirata
অস্থিরমতি	asthiramati
অস্পষ্ট	aspasa
অস্পষ্টতা	aspasata
অস্পষ্টভাবে	aspasabhabe
অস্ফুট	asphua
অস্ফুটে	asphue
অস্বচ্ছ	asbaccha
অস্বস্তি	asbasti
অস্বস্তিকর	asbastikara
অবস্থা	abastha
থেকে	theke
অব্যাহতি	abyahati
অস্বাভাবিক	asbabhabika
অস্বাভাবিকতা	asbabhabikata
অস্বাস্থ্যকর	asbasthyakara
অস্বীকার	asbikara
অস্বীকার	asbikara
করা	kara
অস্বীকৃতি	asbikrti
অস্মিতা	asmita
অহং	ahang
অহংকার	ahankara
করা	kara
অহংকারী	ahankari
অহংভাবপূর্ণ	ahambhabapurna
অহর্নিশ	aharnisha
অহিংস	ahinsa
অহিংসক	ahinsaka
অহিংসার	ahinsara
অ্যাংলো	ayanlo
অ্যাকিলিসের	ayakilisera
গোড়ালি	gorali
অ্যাকোয়ারিয়াম	ayakoyariyama
অ্যাক্টিভিজম	ayakibhijama
অ্যাক্টিভেশন	ayakibheshana
অ্যাটর্নি	ayaarni
অ্যাটলানটিক	ayaalanaika
পাড়ি	pari
দেয়	deya
অ্যানিমেশন	ayanimeshana
অ্যানেসথিসিয়াবিদ	ayanesathisiyabida
অ্যান্টিবডি	ayanibadi
অ্যাপার্টমেন্ট	ayaparamena
বিল্ডিং	bilding
অ্যামি্পথিয়েটার	ayamipathiyeara
অ্যাম্ফিটামিন	ayamphiamina
অ্যাম্বার	ayambara
অ্যাম্বুলেন্স	ayambulensa
অ্যালগরিদম	ayalagaridama
অ্যালবাম	ayalabama
অ্যালুমিনিয়াম	ayaluminiyama
অ্যাসবেসটস	ayasabesaasa
অ্যাসিড	ayasida
অ্যাসিড	ayasida
বৃষ্টি	brsi
অ্যাসেম্বলি	ayasembali
লাইন	laina
অ্যাসো	ayaso
আঁকড়ান	mkarana
আঁকা	mka
আঁকাবাঁকা	mkabamka
আঁচ	mca
আঁচড়	mcara
কাটা	kaa
আঁচড়া	mcara
আঁচড়ান	mcarana
আঁট	ma
আঁট	ma
করা	kara
আঁটসাঁট	masama
পোশাক	poshaka
আঁটসাঁটভাবে	masamabhabe
আঁটো	mo
আঁধার	mdhara
আঁশ	msha
আঁশযুক্ত	mshayukta
আঁসাঁব্ল	msambla
আংশিক	nshika
আংশিকভাবে	nshikabhabe
কিউ	kiu
আইটেম	iema
আইডি	idi
আইত্তডীন	ittadina
অনুসন্ধান	anusandhana
আইনজীবী	inajibi
আইনসঙ্গতভাবে	inasangatabhabe
আইনসিদ্ধ	inasiddha
আইভি	ibhi
লীগ	liga
আইরিশ	irisha
আইসক্রীম	isakrima
আইসক্রীম	isakrima
শঙ্কু	shanku
আইস্	is
হকি	haki
অভিমানী	abhimani
টুসকি	usaki
আউটপুট	uapua
আউটপেশেন্ট	uapeshena
আউটব্যাক	uabyaka
আউটসোর্সিং	uasorsing
আউটে	ue
আউন্স	unsa
আকরিক	karika
আকর্ষ	karsa
আকর্ষক	karsaka
আকর্ষণ	karsana
আকর্ষণ	karsana
করা	kara
আকর্ষণীয়	karsaniya
আকস্মিক	kasmika
আকস্মিক	kasmika
অগ্রগতি	agragati
আকস্মিক	kasmika
তীব্র	tibra
বেদনা	bedana
আকস্মিক	kasmika
বিস্ময়	bismaya
আকস্মিক	kasmika
শুষ্ক	shuska
আকস্মিকতা	kasmikata
আকস্মিকভাবে	kasmikabhabe
নিক্ষেপ	niksepa
আকালিক	kalika
আকাশ	kasha
আকাশচুম্বী	kashacumbi
আকাশসীমা	kashasima
আকাশের	kashera
আলো	alo
আকীর্ণ	kirna
আকীর্ণ	kirna
করা	kara
আকুল	kula
আকাঙ্ক্ষা	akanksa
আকুল	kula
করা	kara
আকুলভাবে	kulabhabe
আকৃতি	krti
আকৃতি	krti
বিকৃত	bikrta
করা	kara
আকৃতির	krtira
দেয়	deya
আক্রমণ	kramana
আক্রমণ	kramana
করা	kara
আক্রমণকারী	kramanakari
আক্রমণমূলক	kramanamulaka
আক্রমণাত্মক	kramanatmaka
আক্রমনাত্মক	kramanatmaka
আক্রান্ত	kranta
আক্ষরিকভাবে	ksarikabhabe
আক্ষেপ	ksepa
আখড়া	khara
আখা	kha
আখ্যাত	khyata
করা	kara
আখ্যান	khyana
আগন্তুক	gantuka
আগাম	gama
আগামীকাল	gamikala
আগুন	guna
আগুনপ্রতিরোধী	gunapratirodhi
আগে	ge
আগেই	gei
জানা	jana
